Q02,1,D00882,1
Q02,1,D00260,1
Q02,1,T00143,1
Q02,1,D00546,1
Q02,1,D00579,1
Q03,1,L00446,1
Q03,1,L00165,1
Q03,1,L00153,1
Q03,1,L00057,1
Q03,1,L00308,1
Q04,1,D00050,1
Q04,1,D00642,1
Q04,1,D00755,1
Q04,1,D00017,1
Q04,1,D00035,1
Q05,1,D00747,1
Q05,1,D00142,1
Q05,1,T00068,1
Q05,1,T01232,1
Q05,1,T01233,1
Q06,1,C00112,1
Q06,1,C00157,1
Q06,1,M00172,1
Q06,1,M00224,1
Q06,1,M00206,1
Q07,1,D00628,1
Q07,1,D00038,1
Q07,1,D00769,1
Q07,1,D00695,1
Q07,1,C00004,1
Q08,1,D00747,1
Q08,1,S00112,1
Q08,1,T00068,1
Q08,1,T01232,1
Q08,1,T01233,1
Q09,1,L00008,1
Q09,1,D00259,1
Q09,1,D00098,1
Q09,1,D00496,1
Q09,1,D00431,1
Q10,1,D00226,1
Q10,1,S00569,1
Q10,1,D00448,1
Q10,1,D00186,1
Q10,1,S00823,1
Q11,1,L00008,1
Q11,1,D00259,1
Q11,1,D00098,1
Q11,1,D00496,1
Q11,1,D00431,1
Q12,1,C00017,1
Q12,1,L00217,1
Q12,1,C00006,1
Q12,1,L00439,1
Q12,1,L00015,1
Q13,1,D00747,1
Q13,1,T00068,1
Q13,1,T01232,1
Q13,1,T01233,1
Q13,1,C00142,1
Q14,1,D00226,1
Q14,1,S00569,1
Q14,1,D00448,1
Q14,1,D00186,1
Q14,1,S00823,1
Q15,1,D00747,1
Q15,1,L00183,1
Q15,1,D00226,1
Q15,1,D00196,1
Q15,1,T00068,1
Q16,1,C00011,1
Q16,1,D00130,1
Q16,1,C00094,1
Q16,1,C00951,1
Q16,1,C00648,1
Q17,1,C00161,1
Q17,1,C00122,1
Q17,1,C00173,1
Q17,1,C00162,1
Q17,1,C00148,1
Q18,1,C00039,1
Q18,1,M00109,1
Q18,1,D00755,1
Q18,1,D00196,1
Q18,1,D00733,1
Q19,1,L00008,1
Q19,1,D00259,1
Q19,1,D00098,1
Q19,1,D00496,1
Q19,1,D00431,1
Q20,1,S00367,1
Q20,1,C00048,1
Q20,1,S00021,1
Q20,1,S00192,1
Q20,1,S00008,1
Q21,1,D00510,1
Q21,1,D00158,1
Q21,1,D00020,1
Q21,1,D00035,1
Q21,1,D00107,1
Q22,1,C00006,1
Q22,1,C00795,1
Q22,1,C00032,1
Q22,1,C00936,1
Q22,1,C00745,1
Q23,1,L00039,1
Q23,1,L00446,1
Q23,1,L00165,1
Q23,1,L00469,1
Q23,1,L00101,1
Q24,1,D00261,1
Q24,1,D00316,1
Q24,1,D00259,1
Q24,1,D00220,1
Q24,1,D00142,1
Q25,1,D00226,1
Q25,1,S00569,1
Q25,1,D00448,1
Q25,1,D00186,1
Q25,1,S00823,1
Q26,1,L00008,1
Q26,1,D00259,1
Q26,1,D00431,1
Q26,1,D00098,1
Q26,1,D00496,1
Q27,1,C00037,1
Q27,1,C00237,1
Q27,1,C00101,1
Q27,1,C00543,1
Q27,1,C00076,1
Q28,1,S00766,1
Q28,1,C00414,1
Q28,1,C00049,1
Q28,1,C00018,1
Q28,1,S00569,1
Q29,1,C00183,1
Q29,1,M00053,1
Q29,1,M00177,1
Q29,1,C00112,1
Q29,1,M00376,1
Q30,1,C00073,1
Q30,1,C00064,1
Q30,1,C00071,1
Q30,1,C00098,1
Q30,1,C00173,1
Q31,1,D00747,1
Q31,1,T00068,1
Q31,1,T01232,1
Q31,1,T01233,1
Q31,1,P06080,1
Q32,1,D00226,1
Q32,1,S00569,1
Q32,1,D00448,1
Q32,1,D00186,1
Q32,1,S00823,1
Q33,1,D00704,1
Q33,1,D00858,1
Q33,1,D00747,1
Q33,1,D00586,1
Q33,1,D00118,1
Q34,1,C00161,1
Q34,1,C00173,1
Q34,1,C00122,1
Q34,1,C00162,1
Q34,1,C00148,1
Q35,1,C00073,1
Q35,1,C00098,1
Q35,1,C00064,1
Q35,1,C00271,1
Q35,1,C00123,1
Q36,1,D00032,1
Q36,1,C00936,1
Q36,1,C00151,1
Q36,1,C00011,1
Q36,1,L00251,1
Q37,1,D00579,1
Q37,1,L00117,1
Q37,1,S00112,1
Q37,1,D00227,1
Q37,1,D00278,1
Q38,1,C00371,1
Q38,1,C00046,1
Q38,1,C00640,1
Q38,1,C00869,1
Q38,1,C00113,1
Q39,1,D00226,1
Q39,1,S00569,1
Q39,1,D00448,1
Q39,1,D00186,1
Q39,1,S00823,1
Q40,1,D00317,1
Q40,1,D00664,1
Q40,1,D00714,1
Q40,1,D00968,1
Q40,1,D00140,1
